subject,sequences_ 1,sequences_ 2,sequences_ 3,sequences_ 4,sequences_ 5,sequences_ 6,sequences_ 7,sequences_ 8,sequences_ 9,sequences_10,sequences_11,sequences_12,sequences_13,sequences_14,sequences_15,sequences_16,responseLeft
4,81,37,37,57,61,50,40,41,43,48,57,18,54,16,39,46,1
4,56,29,26,56,28,29,61,34,44,23,56,44,70,69,54,48,0
4,54,32,53,41,17,29,66,34,44,44,49,55,57,58,69,19,0
4,50,51,26,31,17,15,46,51,58,52,15,33,37,64,53,42,0
4,45,52,60,29,41,46,64,74,57,54,50,56,96,55,49,68,0
4,77,62,45,76,34,59,57,63,54,45,28,78,49,45,37,49,1
4,21,61,48,24,40,21,45,48,53,41,68,67,36,31,53,29,1
4,61,60,44,73,67,43,79,80,21,44,53,60,66,63,54,58,1
4,45,23,34,48,68,48,61,32,77,63,54,58,23,63,53,47,0
4,45,58,63,80,89,62,60,45,49,59,47,27,56,81,56,44,1
4,60,64,57,23,64,60,62,45,51,45,65,65,33,34,44,28,0
4,54,16,32,52,48,62,29,33,62,55,54,55,69,19,53,46,0
4,34,29,24,69,31,24,40,40,35,48,50,33,40,82,39,48,0
4,60,88,53,81,41,73,68,56,40,73,45,63,79,49,48,42,1
4,44,48,75,45,71,33,45,41,46,52,45,62,72,84,72,44,0
4,58,33,28,68,58,62,41,56,35,45,41,31,38,77,24,38,1
4,52,61,25,51,65,70,60,66,59,47,70,33,36,29,62,47,1
4,35,48,46,64,59,30,61,69,51,50,25,18,55,25,50,50,1
4,52,42,73,55,29,55,39,28,36,17,56,21,49,51,18,44,1
4,60,49,64,72,54,35,76,77,54,66,49,28,70,54,27,55,1
4,45,61,58,45,40,39,83,58,81,75,77,55,65,43,40,66,1
4,34,46,58,77,64,75,71,74,55,31,53,30,68,41,61,69,1
4,46,28,37,51,69,41,34,16,44,69,68,29,65,48,49,34,0
4,24,43,42,69,49,62,31,53,59,30,25,24,15,47,42,39,1
4,70,49,78,63,90,64,52,43,68,54,26,67,43,44,61,64,1
4,46,57,55,50,22,39,42,17,67,46,34,58,46,30,60,66,0
4,46,41,67,65,36,69,59,27,55,62,53,59,78,58,90,48,0
4,79,68,63,27,50,47,54,47,38,59,67,85,78,68,57,66,0
4,38,70,52,66,82,56,41,42,56,58,64,19,46,51,27,47,1
4,20,43,34,68,36,47,60,56,21,53,50,32,21,37,55,15,1
4,71,81,88,56,46,47,59,57,58,67,29,54,54,36,73,48,1
4,57,53,44,30,46,67,74,33,48,59,85,55,57,45,53,78,0
4,33,19,40,67,39,42,25,39,51,52,37,24,66,60,30,52,0
4,64,37,43,82,51,55,50,32,34,52,70,23,29,42,38,42,1
4,60,45,33,68,66,82,69,74,63,71,59,30,35,47,50,61,1
4,49,38,23,24,41,35,59,61,60,54,70,33,35,69,45,45,0
4,34,42,43,58,72,29,36,56,82,48,31,53,66,56,48,59,0
4,56,60,76,46,62,35,56,27,43,75,47,67,65,50,65,84,0
4,64,47,73,65,29,54,68,78,40,40,66,69,52,59,41,25,1
4,32,71,35,51,50,58,47,77,63,33,40,20,39,46,61,33,1
4,73,54,37,37,36,21,49,51,21,36,31,63,22,50,20,44,1
4,54,35,23,44,34,23,66,46,53,51,66,55,64,40,52,16,0
4,49,52,19,39,48,34,17,18,39,33,51,33,34,75,35,53,0
4,36,51,70,49,56,66,31,35,52,74,27,60,73,71,52,67,0
4,43,22,40,35,20,29,26,69,38,54,66,48,29,24,52,59,0
4,37,33,46,27,25,55,49,65,54,66,70,46,68,26,39,54,0
4,77,72,72,41,65,42,70,40,53,41,50,73,38,32,64,38,1
4,43,45,52,58,54,45,47,91,40,70,67,80,73,66,75,45,1
4,70,51,67,56,34,72,78,60,43,65,41,46,26,75,51,57,1
4,49,38,79,69,59,72,56,80,32,60,46,46,78,37,69,52,1
4,62,58,58,44,28,73,68,36,47,20,51,66,27,42,44,47,1
4,65,70,59,52,43,69,31,37,46,62,37,53,32,42,58,15,1
4,26,46,60,49,42,73,42,40,61,39,75,43,62,33,67,69,0
4,56,52,44,54,57,89,73,59,55,55,35,64,48,28,71,46,1
4,71,71,52,47,51,63,93,66,65,36,48,77,48,41,73,58,1
4,38,56,21,42,42,63,19,38,59,50,32,54,50,75,35,35,0
4,48,49,68,62,79,48,73,85,74,55,52,38,70,35,51,41,1
4,81,52,41,60,61,73,41,62,27,49,56,35,44,69,43,63,1
4,73,73,71,43,70,70,32,69,51,32,53,47,53,58,43,81,1
4,67,34,47,59,42,78,59,41,57,39,48,71,26,41,38,31,1
4,54,58,55,66,26,55,24,58,72,36,78,74,55,64,61,40,1
4,59,38,61,50,73,47,82,45,52,67,35,69,42,44,21,44,1
4,48,64,25,47,19,40,39,19,40,60,41,45,68,31,32,68,0
4,39,51,22,19,42,28,63,50,22,57,56,65,56,34,42,65,0
4,75,36,63,60,56,57,31,59,35,64,71,69,68,65,53,91,0
4,75,42,32,29,49,38,61,47,59,40,36,56,21,40,21,28,0
4,35,45,69,37,80,49,58,51,61,19,40,62,43,32,33,50,1
4,59,64,30,33,45,45,64,69,48,87,39,58,66,59,76,54,0
4,41,73,52,28,41,35,53,56,63,55,42,45,72,34,80,66,0
4,35,52,45,18,39,26,55,64,59,60,50,67,57,40,59,22,0
4,31,51,54,28,51,74,50,67,56,50,37,44,17,18,48,50,1
4,57,46,68,51,65,71,29,38,45,58,80,63,40,69,82,77,1
4,26,54,30,43,48,31,67,60,25,22,58,20,43,52,29,34,1
4,26,32,65,50,49,57,65,65,76,51,89,61,58,44,55,66,0
4,31,41,55,16,15,48,39,56,53,48,42,37,63,57,62,18,0
4,53,65,50,66,56,38,68,26,61,25,65,41,22,32,43,48,1
4,46,60,38,82,46,43,65,50,78,39,44,46,35,36,47,28,1
4,41,33,47,38,66,57,30,70,45,78,45,63,61,40,74,65,0
4,38,66,39,53,70,26,46,64,29,29,54,33,29,40,65,57,1
4,63,62,68,40,70,36,35,56,55,26,49,68,47,22,36,47,1
4,28,39,67,29,28,20,40,30,60,58,41,53,48,32,48,18,1
4,49,19,59,57,49,37,60,62,38,23,38,26,47,49,67,30,1
4,64,36,57,87,64,78,62,51,53,66,69,67,49,46,43,24,1
4,32,64,83,53,40,55,56,52,19,49,72,36,43,38,52,46,0
4,54,53,48,75,63,31,41,36,29,42,65,32,27,44,56,17,1
5,59,41,53,59,87,73,76,49,43,39,35,45,57,52,51,86,1
5,73,72,82,62,59,54,40,79,77,57,33,41,63,44,68,52,1
5,69,34,39,51,64,68,37,37,58,51,37,85,71,60,59,52,0
5,65,39,38,46,49,58,18,41,64,41,39,68,77,42,58,40,0
5,62,30,35,16,54,24,45,38,64,43,63,46,51,15,46,55,0
5,61,61,46,16,37,55,37,56,58,42,65,56,75,30,53,70,0
5,72,46,40,79,79,52,50,51,63,66,22,43,49,51,38,54,1
5,65,71,56,56,35,54,62,30,55,77,77,70,50,49,48,83,0
5,82,49,61,77,70,38,46,61,45,47,73,52,48,37,70,33,1
5,37,40,40,29,21,50,69,53,70,31,50,46,55,28,71,57,0
5,79,60,54,57,45,75,36,45,43,41,61,54,70,43,30,24,1
5,73,36,71,45,43,53,49,68,56,20,46,31,54,63,50,39,1
5,53,36,22,36,24,36,65,23,51,58,60,31,16,47,43,60,0
5,33,39,65,51,56,60,69,79,64,50,25,22,44,50,44,63,1
5,32,76,58,58,58,41,59,33,58,84,79,44,52,66,46,64,0
5,17,55,60,42,38,24,46,46,55,40,46,55,79,53,58,29,0
5,28,36,54,42,63,62,32,21,75,30,51,63,64,44,45,45,0
5,37,38,57,70,28,51,53,28,17,26,64,40,41,59,42,32,1
5,53,62,72,47,53,57,71,25,35,58,77,77,62,79,60,71,0
5,58,60,59,56,32,78,37,63,57,70,29,28,43,48,52,39,1
5,75,73,63,64,48,58,27,64,55,48,21,59,64,33,48,48,1
5,47,61,59,29,27,18,37,33,48,62,41,78,44,29,45,51,0
5,29,38,48,30,49,69,19,47,66,31,74,49,54,36,48,53,0
5,55,46,84,77,58,54,64,42,27,48,57,43,64,27,55,63,1
5,74,55,71,89,74,62,39,61,52,35,37,56,47,75,70,67,1
5,26,57,68,45,50,28,61,36,50,79,45,65,48,43,48,74,0
5,61,36,28,40,56,28,57,24,28,47,70,70,42,52,65,47,0
5,48,51,88,53,56,60,45,44,70,68,53,85,68,55,81,37,0
5,37,61,51,62,52,78,35,39,80,62,77,67,62,58,45,37,0
5,77,42,53,39,76,47,61,46,83,70,66,79,60,61,62,34,0
5,30,17,38,40,33,40,20,66,50,28,40,74,42,26,49,59,1
5,62,51,63,39,78,31,55,71,53,46,73,43,24,52,46,36,1
5,59,44,17,55,52,52,65,60,21,19,58,43,49,35,46,56,1
5,26,36,57,46,64,33,39,70,30,19,48,17,51,38,31,56,1
5,34,59,75,57,45,50,31,46,56,61,44,48,42,63,85,78,0
5,34,41,18,20,44,54,42,60,36,29,54,45,40,63,70,59,0
5,45,66,53,57,51,69,94,64,28,44,60,75,47,57,49,68,1
5,49,39,31,46,47,77,71,57,88,70,72,59,61,60,45,45,0
5,41,61,39,83,61,64,65,70,66,48,29,30,48,66,54,70,1
5,55,18,16,47,54,47,42,52,53,58,42,34,45,73,64,32,0
5,67,52,70,62,47,35,83,48,34,29,36,67,64,50,63,44,1
5,23,48,52,77,46,64,56,48,42,27,66,52,17,52,35,52,1
5,82,47,43,78,57,49,54,56,50,40,34,31,58,77,59,36,1
5,46,31,69,43,47,62,24,60,57,64,60,73,33,81,41,55,0
5,61,61,52,40,53,33,53,81,63,49,46,28,48,26,69,34,0
5,67,46,73,80,86,62,49,61,45,65,54,71,61,26,73,52,1
5,41,54,54,82,42,72,52,56,62,31,28,60,44,37,38,69,1
5,41,69,27,69,56,42,38,35,74,45,57,56,57,37,60,86,0
5,8,26,38,51,48,46,27,44,51,46,44,63,50,27,59,18,1
5,72,69,52,46,58,34,61,82,57,46,68,22,64,36,40,54,1
5,37,75,48,52,55,32,36,71,54,49,47,58,41,27,24,14,1
5,66,31,32,68,38,45,37,48,10,50,41,57,50,42,35,51,1
5,60,34,61,66,26,60,63,44,75,60,41,73,34,68,73,69,0
5,53,86,46,62,73,55,47,79,75,42,54,76,35,45,44,50,1
5,61,26,32,24,26,61,46,43,46,38,34,82,38,48,64,50,0
5,84,57,51,36,60,55,76,45,57,37,53,30,75,40,43,51,1
5,22,55,63,63,61,60,37,52,49,28,25,37,34,44,61,64,1
5,28,43,45,53,61,51,66,79,78,65,80,43,64,62,79,47,0
5,62,60,65,62,55,87,41,39,34,58,39,43,41,33,70,66,1
5,72,26,60,45,68,43,43,59,58,68,78,56,50,87,61,43,1
5,50,79,64,62,32,50,41,35,64,91,52,51,69,39,56,70,0
5,63,44,50,35,73,45,78,51,85,45,75,51,81,50,62,78,0
5,43,68,43,63,55,71,34,39,84,73,45,42,58,61,55,78,0
5,46,26,33,39,23,63,64,37,52,53,25,69,40,50,76,58,0
5,50,20,53,39,57,45,56,21,47,51,57,40,34,73,77,38,0
5,40,86,58,49,42,59,58,37,38,75,64,78,57,87,54,63,0
5,20,37,46,40,56,60,16,47,63,41,33,56,27,62,59,66,0
5,39,45,62,49,57,84,36,63,30,57,40,35,35,35,70,57,1
5,67,40,51,48,48,26,58,21,43,50,83,59,36,64,47,50,0
5,64,52,67,64,42,62,83,32,69,69,43,51,51,52,22,42,1
5,56,48,51,43,74,58,48,18,22,51,53,22,44,40,56,23,1
5,47,72,30,48,61,55,54,77,45,54,49,62,38,20,37,62,1
5,41,63,39,66,53,24,59,59,52,51,27,31,61,48,40,16,1
5,48,51,52,59,22,57,31,62,68,25,40,25,39,34,48,18,1
5,23,28,44,66,56,48,49,49,51,58,22,25,29,46,35,21,1
5,63,58,60,51,56,51,32,17,19,32,56,29,62,26,40,38,1
5,69,52,73,47,35,31,40,37,40,45,48,56,83,49,60,77,0
5,69,39,19,50,56,40,59,45,64,49,76,49,43,80,64,36,0
5,39,41,30,55,25,72,53,30,51,65,64,35,37,38,74,63,0
5,50,52,38,52,18,66,35,49,53,69,59,61,36,47,48,81,0
5,40,40,42,28,52,46,63,74,26,68,50,27,29,30,29,48,1
5,36,74,63,54,84,76,67,51,58,45,51,40,48,60,82,38,1
5,59,36,52,53,43,79,63,80,52,51,33,64,75,42,44,34,1
5,69,44,36,60,19,51,59,52,40,69,63,49,60,44,83,67,0
5,28,48,54,26,64,45,47,26,64,15,53,63,41,52,52,39,0
5,45,40,37,22,71,46,26,29,39,39,62,60,34,21,37,65,0
5,53,47,53,23,61,53,19,39,59,39,58,74,62,34,62,40,0
5,37,50,63,44,39,71,65,29,63,27,32,32,39,31,33,64,1
5,77,65,42,72,69,35,49,71,26,36,65,50,70,41,63,61,1
5,42,68,42,76,28,51,60,59,63,46,73,75,44,48,78,42,0
5,57,35,16,16,35,24,52,47,50,65,41,24,66,32,55,37,0
5,83,61,71,65,63,58,37,36,34,69,23,55,49,44,51,62,1
5,54,81,40,39,74,65,59,74,53,39,54,66,73,38,45,29,1
5,66,57,27,44,42,68,63,59,62,94,63,59,56,58,73,42,0
5,34,38,32,40,27,66,62,59,55,57,79,51,47,51,68,29,0
5,41,34,26,8,41,46,46,53,78,36,50,29,46,44,38,41,1
5,39,42,75,53,69,49,41,67,37,60,64,42,32,52,47,18,1
5,70,84,59,54,72,49,37,49,46,62,46,39,46,29,44,77,0
5,33,48,50,26,58,70,34,46,60,34,38,63,70,62,42,68,0
5,78,70,36,53,60,48,71,79,52,78,32,61,37,37,58,61,1
5,31,54,58,33,41,65,63,32,38,60,72,69,80,54,48,39,0
5,26,49,69,26,40,55,43,32,32,56,37,52,74,41,56,72,0
5,41,27,27,70,33,48,51,51,49,73,44,52,62,42,68,26,0
5,56,33,57,47,52,77,53,79,24,53,49,46,32,54,73,50,1
5,24,42,34,36,67,35,65,36,60,60,53,76,27,40,40,58,1
5,69,56,51,54,66,26,47,78,47,38,65,59,39,52,19,42,1
5,44,50,86,54,63,42,46,42,50,23,35,44,65,25,59,50,1
5,34,70,77,70,57,71,47,46,32,36,54,62,76,33,51,43,1
5,25,38,44,34,47,58,75,50,58,40,49,56,41,62,70,88,0
5,53,62,31,53,69,77,62,44,41,37,55,22,65,51,37,60,1
5,25,53,54,67,45,46,55,70,83,51,46,60,57,88,64,51,0
5,60,62,51,63,50,76,55,95,62,71,35,60,56,54,33,69,1
5,53,74,68,36,31,50,58,71,50,48,34,42,47,31,77,33,1
5,41,62,77,46,57,82,69,59,79,65,50,42,61,33,43,51,1
5,70,26,41,68,60,49,61,52,47,44,29,55,58,63,69,32,1
5,19,43,22,53,46,52,58,30,55,32,59,27,72,56,51,48,0
5,49,45,65,40,29,32,69,52,52,16,40,23,45,53,21,53,1
5,43,47,56,52,79,53,33,35,31,28,36,40,37,58,25,64,0
5,77,67,43,52,90,56,68,66,67,37,50,53,81,68,50,37,1
5,46,54,84,58,61,83,49,56,41,56,76,49,25,66,43,55,1
5,77,52,44,78,68,65,38,66,67,32,54,45,45,53,41,77,1
5,28,31,30,55,25,43,66,28,59,41,64,23,50,37,57,66,1
5,31,34,50,43,28,65,59,19,18,16,46,46,26,40,46,52,1
5,52,28,46,39,76,45,29,58,58,26,78,57,55,52,61,67,0
5,52,52,21,37,69,39,52,35,65,28,63,72,48,42,47,65,0
5,39,41,51,62,60,74,28,54,46,15,30,47,59,52,31,50,1
5,66,48,26,63,59,62,62,35,55,38,53,32,16,52,53,33,1
5,74,49,36,51,56,38,48,78,65,46,61,42,69,92,59,73,0
5,34,42,30,55,61,57,44,19,74,62,29,44,36,40,59,64,0
5,68,56,40,52,53,28,32,68,34,25,54,36,11,54,43,53,1
5,45,32,48,65,49,55,18,60,86,56,56,39,46,66,49,52,0
5,55,68,53,33,48,81,64,46,40,53,34,41,49,27,39,73,1
5,62,43,54,58,37,24,66,40,49,30,55,60,34,73,56,60,0
5,37,42,55,21,27,72,42,37,57,46,35,41,80,55,39,62,0
5,65,85,51,46,71,43,53,70,47,33,62,36,55,54,79,49,1
5,28,47,58,46,31,20,48,59,64,51,48,70,24,52,63,56,0
5,44,57,59,51,72,71,39,83,74,48,29,55,48,63,26,51,1
5,44,68,66,58,37,61,42,82,34,58,64,60,45,24,30,57,1
5,22,48,32,49,59,61,68,54,43,24,65,46,48,21,31,37,1
5,40,50,43,25,33,61,30,68,52,55,57,41,61,75,23,60,0
5,55,30,27,70,58,45,58,38,80,49,55,45,83,50,52,49,0
5,64,78,34,45,47,44,66,48,79,79,58,39,50,55,59,83,0
5,35,52,52,32,67,67,56,68,55,46,50,82,64,77,83,57,0
5,51,30,42,69,78,48,42,43,31,53,27,32,43,62,24,53,0
5,47,29,73,35,41,44,28,23,57,48,29,44,27,50,71,48,0
5,56,37,60,48,62,88,56,68,67,42,49,34,50,64,58,25,1
5,58,53,37,30,44,50,75,37,42,54,44,49,72,65,76,33,0
5,59,69,57,51,74,32,76,70,53,67,68,77,66,49,29,55,1
5,41,67,44,77,73,54,51,73,31,50,31,47,47,60,46,74,1
5,68,38,57,65,47,25,68,51,29,64,52,66,59,72,67,82,0
5,50,51,33,58,79,36,49,53,23,36,35,46,56,66,42,26,1
5,44,71,42,44,44,74,48,74,32,62,20,50,50,35,47,65,1
5,70,78,36,44,56,67,58,41,61,43,39,43,66,46,19,52,1
5,57,69,35,51,26,67,66,55,66,76,41,64,43,76,58,82,0
5,37,59,75,51,52,34,33,48,43,22,31,61,41,55,34,20,1
5,53,62,42,79,63,50,52,83,46,69,60,64,38,33,26,59,1
5,54,86,49,55,29,62,64,57,28,30,39,40,66,36,70,51,1
5,61,32,54,70,69,79,56,61,41,59,31,52,71,66,46,33,1
5,58,53,30,32,17,51,61,35,57,64,72,34,58,49,28,65,0
5,37,34,41,77,48,32,64,51,70,44,45,34,64,53,72,68,0
5,35,38,44,48,59,35,32,77,52,69,50,38,52,41,54,87,0
5,37,54,43,60,42,32,78,63,42,76,64,47,78,62,49,74,0
5,67,51,74,69,47,80,62,39,48,77,59,33,69,39,36,47,0
5,23,28,14,48,48,33,58,52,48,27,52,57,18,56,41,53,0
5,38,17,43,32,49,32,48,70,79,50,52,69,38,52,34,43,1
5,67,47,78,54,40,81,65,66,71,43,69,33,36,63,54,48,1
5,39,58,36,56,41,69,76,72,59,89,40,68,80,59,52,65,1
5,73,47,32,50,78,42,57,55,59,66,48,72,52,46,83,82,0
5,42,55,51,59,62,17,48,56,52,51,65,34,76,56,56,77,0
5,35,15,39,64,35,52,45,36,49,60,18,56,48,70,60,41,0
5,34,33,52,17,57,30,47,61,47,30,64,62,42,74,59,44,0
5,67,51,51,68,79,69,69,30,51,56,65,24,67,37,62,36,1
5,36,33,41,69,32,18,25,42,50,75,43,49,44,31,26,51,0
5,55,38,32,73,43,29,46,56,58,65,67,27,41,74,66,62,0
5,42,50,44,77,46,76,52,66,63,38,52,32,63,55,21,55,1
5,72,28,55,56,44,37,57,60,21,56,48,53,16,58,44,43,1
5,55,51,73,80,47,60,62,88,46,61,43,73,51,54,40,79,1
5,38,46,42,68,48,75,58,27,59,55,61,81,82,63,39,51,0
5,22,71,46,25,44,48,50,48,45,31,78,51,59,52,43,73,0
5,57,31,55,79,62,74,79,60,69,78,49,64,40,44,33,44,1
5,40,33,34,33,70,54,54,29,34,52,51,59,87,55,41,49,0
5,56,46,75,53,80,71,83,51,28,54,60,47,76,75,47,49,1
5,37,50,32,65,37,34,76,50,66,30,44,26,27,21,33,52,1
5,29,51,51,38,43,40,79,61,36,42,29,46,20,36,41,74,1
5,47,46,70,81,56,32,48,59,41,26,49,56,62,57,46,20,1
5,62,63,55,58,39,63,21,47,80,81,67,57,43,49,63,44,0
5,55,48,59,87,49,50,46,74,74,37,45,53,53,38,26,59,1
5,58,39,53,29,71,56,67,66,68,87,45,79,75,64,48,54,0
5,54,46,76,71,51,51,35,36,31,63,56,38,36,23,56,37,1
5,56,53,75,76,46,49,33,46,58,23,40,69,55,46,37,27,1
5,59,60,29,29,70,52,63,42,66,56,47,64,35,78,76,51,0
5,40,63,59,80,71,59,67,33,61,64,53,65,33,53,28,63,1
5,17,42,43,40,47,31,69,29,30,66,55,35,66,60,45,30,0
5,92,68,67,57,60,58,52,36,75,63,49,39,59,30,56,44,0
5,38,70,78,59,65,63,45,40,52,37,38,71,56,50,52,20,1
5,60,67,43,86,55,44,47,78,48,49,39,69,35,49,35,71,1
5,71,39,69,31,58,64,39,47,42,47,37,26,42,27,51,75,0
5,55,49,27,61,58,59,66,80,44,76,55,44,46,36,23,39,1
5,43,35,66,33,53,67,75,64,62,88,51,64,70,42,74,76,1
5,22,59,53,43,37,54,29,59,52,55,47,31,64,69,75,46,0
5,16,43,48,32,21,59,31,25,59,16,43,33,49,39,54,59,0
5,62,68,36,23,62,55,63,55,33,61,46,40,66,74,54,74,0
5,50,66,58,29,46,63,63,30,41,69,34,63,63,62,72,75,0
5,61,66,42,47,67,60,25,57,33,57,33,51,47,23,32,68,0
5,33,63,38,18,30,35,59,24,29,38,29,72,51,47,40,66,0
5,91,63,46,63,57,75,70,51,26,68,38,61,72,59,54,52,1
5,32,52,41,41,42,62,54,76,78,41,72,56,63,71,46,45,0
5,30,24,46,28,60,21,61,31,52,45,63,63,28,30,55,33,0
5,42,66,60,57,50,28,39,71,46,41,43,59,48,15,22,48,1
5,35,29,34,61,35,71,39,59,42,52,17,20,37,24,53,27,1
5,31,19,53,36,38,43,42,73,39,45,62,67,48,20,51,39,0
5,34,66,78,49,55,49,43,73,53,35,72,57,37,63,30,48,1
5,62,50,64,43,30,45,76,42,28,36,45,47,50,24,35,73,1
5,75,70,60,41,66,66,72,36,74,60,45,70,47,44,26,42,1
5,44,31,34,63,41,73,52,63,56,43,28,33,38,58,30,71,1
5,63,69,69,60,28,62,64,79,73,48,56,66,62,25,40,48,1
5,65,41,33,76,39,53,46,69,87,51,40,50,65,54,80,62,1
5,32,60,34,44,16,59,45,45,36,44,56,53,29,61,58,73,0
5,17,17,50,42,50,50,24,45,21,21,42,52,45,57,37,57,0
5,27,54,38,37,37,54,69,64,87,61,41,53,47,66,57,39,0
5,74,64,54,73,62,40,59,31,30,69,64,62,70,36,43,53,0
5,68,38,38,63,42,72,46,41,50,69,30,56,33,38,38,29,1
5,71,52,61,80,49,41,71,40,46,58,29,31,33,73,56,50,1
5,27,60,62,63,38,68,58,62,33,39,29,41,36,62,75,40,1
5,40,59,52,24,39,37,16,48,53,69,58,20,45,49,57,55,0
5,32,50,61,77,65,52,38,56,41,38,60,22,33,45,44,69,0
5,80,45,59,48,24,42,52,50,22,30,45,39,56,26,26,60,1
5,60,67,56,43,56,87,81,53,51,37,42,45,83,46,60,55,1
5,26,47,37,58,18,65,49,36,28,67,62,30,57,44,61,61,0
5,42,71,38,52,77,59,47,44,67,38,47,75,58,67,81,70,0
5,34,40,51,52,45,25,76,46,75,58,59,50,57,58,26,72,0
5,37,41,28,42,43,69,26,62,17,42,61,63,41,45,54,65,0
5,43,63,55,78,40,37,64,43,81,51,71,83,56,53,43,51,0
5,23,32,52,39,57,26,29,61,49,55,69,22,29,60,59,49,0
5,75,64,64,69,36,38,40,59,41,63,74,42,30,36,39,35,1
5,69,42,65,51,35,75,48,67,60,60,37,39,49,62,44,19,1
5,68,58,66,51,68,38,36,29,52,31,65,27,56,25,32,44,1
5,47,36,48,62,84,56,59,42,61,65,51,77,41,81,58,79,1
5,91,57,59,80,58,73,65,43,49,81,47,58,66,39,60,34,1
5,60,45,16,24,23,47,37,45,48,44,34,79,58,37,42,41,0
6,46,62,28,43,16,55,45,34,44,44,47,78,52,40,67,37,1
6,41,53,68,61,60,26,31,63,66,60,44,77,79,78,51,41,0
6,60,61,47,56,42,89,53,37,50,36,38,65,43,38,26,71,1
6,56,29,41,33,63,67,60,51,44,44,66,57,37,68,82,71,0
6,61,28,30,51,50,62,27,38,49,54,85,62,55,28,55,48,0
6,38,63,27,32,32,44,66,62,31,22,59,45,35,25,15,41,1
6,46,29,38,59,41,71,52,32,61,61,62,26,48,77,45,55,0
6,67,72,39,38,40,57,41,39,38,40,26,28,73,32,43,34,1
6,25,56,35,31,59,43,54,18,50,53,32,41,44,33,70,70,0
6,33,55,48,72,74,54,37,54,34,59,31,63,54,22,34,41,1
6,32,48,41,48,55,41,18,72,49,29,57,45,43,79,69,61,1
6,31,37,77,65,52,52,42,48,80,57,48,71,58,62,72,33,0
6,58,20,55,44,31,62,58,34,32,62,16,36,19,36,49,26,1
6,15,34,37,26,55,29,38,63,43,20,64,37,39,62,49,62,0
6,37,33,68,55,66,56,45,25,19,39,47,57,57,20,25,44,1
6,24,57,54,25,42,65,47,32,62,73,65,28,57,62,34,47,0
6,46,36,46,74,40,23,39,41,61,46,52,42,76,62,27,60,0
6,23,30,34,36,36,52,67,30,47,21,46,62,54,31,59,67,0
6,29,49,52,47,42,28,40,77,39,47,68,76,62,36,48,68,0
6,71,73,46,87,56,80,45,70,56,45,65,53,51,29,76,67,1
6,57,50,50,87,45,42,68,43,46,27,38,50,26,55,74,38,1
6,62,43,41,22,36,32,55,24,63,28,55,49,47,66,49,28,0
6,32,51,22,21,44,59,51,32,56,70,50,29,26,51,52,55,0
6,17,56,31,36,49,24,35,56,40,61,64,64,31,39,26,55,0
6,52,66,72,73,56,43,80,36,73,24,53,61,32,50,57,45,1
6,28,70,70,79,57,61,57,72,73,54,59,58,55,38,36,30,1
6,37,45,73,24,57,38,57,51,47,66,80,59,44,72,32,56,0
6,63,55,65,40,43,42,80,64,31,36,24,59,61,59,63,51,1
6,40,50,43,70,30,63,46,27,43,17,29,49,24,43,29,61,1
6,77,45,32,31,58,50,54,40,49,58,23,30,25,28,56,43,1
6,67,51,63,90,39,59,68,62,60,72,61,30,58,36,45,60,1
6,77,44,54,70,36,43,43,70,19,29,38,48,65,59,52,37,1
6,49,62,66,28,24,40,48,34,69,34,58,34,53,69,54,65,0
6,38,52,40,53,41,26,31,70,43,63,82,41,40,43,66,52,0
6,48,61,69,77,37,63,37,37,37,15,66,51,43,52,45,29,0
6,48,69,72,54,52,41,33,34,21,57,32,38,22,55,47,48,1
6,49,70,39,87,49,51,48,48,85,56,56,57,85,65,67,45,0
6,28,26,40,52,49,29,23,62,34,49,60,61,43,20,62,56,0
6,15,58,35,47,48,37,32,20,24,52,48,59,42,67,24,46,0
6,47,29,32,39,67,29,31,22,64,40,59,21,61,33,45,62,0
6,26,36,31,61,45,51,64,58,40,54,50,16,49,19,29,41,1
6,39,71,68,35,33,43,50,46,51,50,19,55,50,34,21,38,1
6,66,73,41,59,35,30,52,39,54,43,73,75,36,68,73,48,0
6,59,25,28,47,69,53,62,52,35,33,55,55,46,58,23,18,1
6,25,42,38,25,69,29,30,26,51,63,67,49,29,34,47,27,0
6,40,55,48,47,33,71,18,45,71,61,49,39,30,53,60,72,0
6,50,23,36,37,34,47,61,16,49,34,70,63,63,42,43,24,0
6,50,22,64,45,46,43,20,47,71,62,38,58,58,27,60,55,0
6,60,75,45,57,26,56,49,39,68,26,57,46,25,41,35,32,1
6,78,56,35,74,57,43,58,54,72,51,44,32,68,32,34,41,1
6,29,71,63,58,63,44,48,67,79,62,61,49,50,55,75,90,0
6,66,41,23,44,49,27,52,34,59,33,58,68,51,30,65,60,0
6,66,50,57,32,40,71,73,44,69,36,84,57,59,64,74,73,0
6,43,37,43,20,48,31,34,71,61,53,26,50,54,39,75,35,0
6,48,45,40,43,62,84,34,46,67,61,67,68,53,83,29,52,0
6,45,23,64,41,42,34,64,66,47,66,53,71,62,50,32,82,0
6,19,21,31,16,44,37,47,58,31,57,57,25,65,40,32,45,0
6,39,45,31,75,75,48,54,50,52,54,23,26,57,60,31,41,1
6,60,45,65,43,77,63,87,58,73,61,46,50,56,29,46,70,1
6,61,57,48,36,44,78,43,69,87,69,47,57,52,64,83,51,0
